new_udwadla,26-05-2008,00:00:22,37.75151,-122.39476
new_udwadla,26-05-2008,00:00:26,37.75175,-122.39547
new_udwadla,26-05-2008,00:01:23,37.7514,-122.3953
new_udwadla,26-05-2008,00:01:31,37.75151,-122.39476
new_udwadla,26-05-2008,00:02:23,37.75151,-122.39476
new_udwadla,26-05-2008,00:03:33,37.75151,-122.39476
new_udwadla,26-05-2008,00:03:39,37.74357,-122.3964
new_udwadla,26-05-2008,00:04:29,37.75151,-122.39476
new_udwadla,26-05-2008,00:04:32,37.73174,-122.40424
new_udwadla,26-05-2008,00:05:16,37.71876,-122.39955
new_udwadla,26-05-2008,00:05:24,37.75151,-122.39476
new_udwadla,26-05-2008,00:05:57,37.70561,-122.39445
new_udwadla,26-05-2008,00:06:34,37.75151,-122.39476
new_udwadla,26-05-2008,00:06:39,37.69245,-122.39149
new_udwadla,26-05-2008,00:07:32,37.7515,-122.39475
new_udwadla,26-05-2008,00:08:28,37.7515,-122.39474
new_udwadla,26-05-2008,00:09:28,37.7515,-122.39474
new_udwadla,26-05-2008,00:10:28,37.7515,-122.39475
new_udwadla,26-05-2008,00:11:24,37.7515,-122.39475
new_udwadla,26-05-2008,00:12:13,37.75154,-122.39473
new_udwadla,26-05-2008,00:12:59,37.75147,-122.39478
new_udwadla,26-05-2008,00:13:58,37.75147,-122.39477
new_udwadla,26-05-2008,00:15:04,37.75148,-122.39477
new_udwadla,26-05-2008,00:15:30,37.75152,-122.39475
new_udwadla,26-05-2008,00:16:30,37.7515,-122.39475
new_udwadla,26-05-2008,00:17:30,37.75149,-122.39475
new_udwadla,26-05-2008,00:18:33,37.75151,-122.39476
new_udwadla,26-05-2008,00:19:31,37.75149,-122.39477
new_udwadla,26-05-2008,00:20:31,37.75149,-122.39477
new_udwadla,26-05-2008,00:21:31,37.75153,-122.39475
new_udwadla,26-05-2008,00:22:31,37.75147,-122.39477
new_udwadla,26-05-2008,00:23:30,37.75154,-122.39473
new_udwadla,26-05-2008,00:24:30,37.75145,-122.39477
new_udwadla,26-05-2008,00:25:25,37.7515,-122.39476
new_udwadla,26-05-2008,00:25:59,37.75146,-122.39477
new_udwadla,26-05-2008,00:26:59,37.75147,-122.39476
new_udwadla,26-05-2008,00:27:22,37.672,-122.3909
new_udwadla,26-05-2008,00:28:00,37.75147,-122.39477
new_udwadla,26-05-2008,00:28:01,37.68321,-122.38924
new_udwadla,26-05-2008,00:28:53,37.69662,-122.39227
new_udwadla,26-05-2008,00:29:00,37.75147,-122.39478
new_udwadla,26-05-2008,00:30:10,37.75149,-122.39476
new_udwadla,26-05-2008,00:30:17,37.72276,-122.4008
new_udwadla,26-05-2008,00:31:07,37.75148,-122.39476
new_udwadla,26-05-2008,00:31:08,37.73534,-122.40678
new_udwadla,26-05-2008,00:31:59,37.74882,-122.40387
new_udwadla,26-05-2008,00:32:01,37.75148,-122.39476
new_udwadla,26-05-2008,00:32:29,37.75676,-122.40343
new_udwadla,26-05-2008,00:33:01,37.75149,-122.39476
new_udwadla,26-05-2008,00:33:30,37.76961,-122.40779
new_udwadla,26-05-2008,00:34:01,37.75148,-122.39477
new_udwadla,26-05-2008,00:34:41,37.77049,-122.42193
new_udwadla,26-05-2008,00:35:01,37.75148,-122.39477
